бұл әмбебап дағдыларды дамытудың қажеттілігіне алып келеді .	this leads to the need to develop universal skills .	0.898485
біз әр түлектің жұмысқа орналасуы зейнетақы жарналары туралы анықтамамен расталатын тәжірибені енгіздік , бірақ бұдан да шығудың жолын тапты .	we have introduced a requirement that the employment of each graduate is supported by a certificate of pension contributions , but even here we have found a loophole on how to get around this .	0,64
тараптар қр тұңғыш президенті - елбасы н . ә . назарбаев бастамашы болған еуразиялық интеграция идеясының 25 жылдығы мен еуразиялық экономикалық одақ құру туралы шартқа қол қойылғанына 5 жыл толуын атап өтті .	the parties celebrated the 25th anniversary of the idea of eurasian integration put forward by the first president of the republic of kazakhstan - elbasy nursultan nazarbayev and the 5th anniversary of the signing of the treaty on the establishment of the eurasian economic union .	0,64
мемлекеттік сатып алу жүйесін жетілдіру өнім берушілердің біліктілігін арттыруға , отандық тауар өндірушілерді қолдауға , сондай-ақ рәсімдердің ашықтығын қамтамасыз етуге бағытталатын болады .	improvements in the public procurement system are aimed at increasing the qualifications of suppliers , supporting domestic producers , and ensuring transparency of procedures .	0,64
ежелгі дала өнерінің маңызды ерекшелігі саналатын зооморфтық бейнелердің басымдығы да мифологиялық ойлау өлшемдерімен белгіленеді .	the prevalence of zoomorphic images , considered an important feature of ancient steppe art , is also indicated by the criteria of mythological thinking .	0,64
министрлік жао-мен және құқық қорғау органдарымен бірлесіп , тесітілеу өткізу тиісті деңгейде қамтамасыз етіледі .	the ministry will conduct testing at the appropriate level together with the local executive bodies and law enforcement agencies .	0,64
сондай-ақ , жыл соңына дейін кәсіптік диагностика мен оқушылардың болашақ мамандығын таңдау бағдарын ескере отырып , орта білім беру бағдарламаларын әзірлеу жоспарлануда .	also , by the end of the year it is planned to develop curricula of secondary education taking into account professional diagnostics and orientation of students to choose their future profession .	0,64
барлық машиналар gps сезбегімен жабдықталған , жедел жәрдем бригадаларының медициналық қамтылуы " с " санатының жоғары стандарттарына сәйкес келеді .	all cars are equipped with a gps sensor , and the medical support of the ambulance teams meets the high standard of class c.	0,64
бұл ретте егін жинау маусымына қарамастан , бірнеше тауарлардың бағаларының он шақты пайызға өсуі байқалады .	at the same time , despite the harvest season , there is an approximately 10 % increase in prices for a number of goods .	0,64
қалаларда кәріздік тазарту нысандарын ( ктн ) салу және жаңғырту жұмыстарын жеделдетуге жекелей көңіл бөлінді .	special attention is paid to accelerating the construction and modernization of sewage treatment plants in cities .	0,64
жоспарланған жұмыстарға үнемі түзетулер енгізіліп келеді .	there are constant adjustments to planned indicators .	0,64
жергілікті автожолдардың желісіне ерекше назар аударылды .	particular attention is paid to the local road network .	0,64
мәселе заңнамалар мен оператораралық тарифтердің айырмашылықтарында .	the issues are the differences in laws and inter-operator tariffs .	0,64
қазір осы бастамам отбасылық бизнеске айналды , келіндеріммен шағын цех аштық .	today , my initiative has turned into a family business , as my daughter-in-law and i have opened a small workshop .	0,64
бұл мектеп оқушыларының психологиялық қысымын төмендетіп , мауысмда өтетін ұбт-ға әзірленулеріне мүмкіндік берді .	this allowed to reduce the psychological burden on schoolchildren and prepare for the june testing .	0,64
олар негізінен салықтар есебінен қалыптасты .	they were formed mainly due to taxes .	0,64
негізгі секторлар бойынша мынадай динамика байқалады :	thus , the following dynamics are observed in the main sectors :	0,64
табысы 3,1 ең төмен күнкөріс деңгейінен асатын азаматтарға " 7-20-25 " бағдарламасы қолжетімді .	for citizens with incomes over 3.1 living wages , the 7-20-25 program is available .	0,65
шымкенттіктер вице-премьер мен министрлерге өз сұрақтарын қоя алды , қалаулары мен ұсыныстарын жеткізді .	shymkent residents were able to ask their questions to the deputy prime minister and ministers , to voice wishes and suggestions .	0,65
цифрландыру саласында негізгі күш-жігер " электрондық үкімет " порталының үздіксіз жұмысын қамтамасыз етуге , мемлекеттік көрсетілетін қызметтерді автоматтандыру мен оңтайландыруға , ақпараттық жүйелерді жедел интеграциялауға , сондай-ақ электрондық қызметтерді алу бойынша түсіндіру жұмыстарына шоғырландырылатын болады .	regarding digitalization , the main efforts will be focused on ensuring the smooth operation of the e-government portal , automating and optimizing public services , operational integration of information systems , as well as on explanatory work on obtaining electronic services .	0,65
ә.смайылов өз сөзінде атап өткендей , 2030жылға бекітілген күн тәртібінің жүзеге асуы , адамзатты кедейліктен құтқаруға және жаһанды " сауықтыру " секілді әлемдік мәселелерді шешуде маңызды рөл атқарады .	as smailov noted , the implementation of the 2030 agenda will play a key role in solving pressing global problems , including saving humanity from poverty and healing the planet .	0,65
одақ елдерінің аумағы арқылы транзит кезінде кедендік рәсімдерді жеңілдету шараларымен қатар , қазіргі уақытта әзірленіп жатқан еаэо бірыңғай транзиттік жүйесі тиімді құрал болуы керек .	along with measures to simplify customs procedures for transit through the territory of the member countries , the eaeu unified transit system currently being developed as an effective tool .	0,65
темір жол саласында достық-мойынты учаскесін республикалық бюджеттен жаңғырту және мойынты-ақтоғай учаскесін электрлендіру жоспарлануда .	in the railway industry , it is planned to modernize the dostyk - moyynty section and electrify the moyynty - aktogay section .	0,65
бұрын су тасқыны кезінде ескі көпір су астында қалатындықтан , ауыл тұрғындарының сыртпен байланысы үзілетін .	previously , during the flood , the old bridge went under water and the villagers were cut off from the outside world .	0,65
мұны заманауи стандарттарға сәйкес жасау керек .	this must be done in accordance with modern standards .	0,65
м . дауешовтың айтуынша , президенттік кадрлық резервке іріктеуден кейін резервке алынғандардың егжей-тегжейлі профайлының негізінде , олардың қабілеттері , дағдылары мен әлеуетіне қарап , оларды лауазымға тағайындағанға дейін арнайы әзірленген бағдарламалар бойынша оқыту қарастырылған .	according to daueshov , after selection for the reserve on the basis of a detailed profile of the applicants , their abilities , skills and potential , before they are appointed to the post , training under specially designed programs is provided .	0,65
а . мамин экология , геология және табиғи ресурстар министрлігіне париж келісіміне сәйкес міндеттемелердің орындалуын және қоршаған ортаға шығарындыларды азайту бойынша мониторинг жүргізуді қамтамасыз етуді тапсырды .	mamin instructed the ministry of ecology , geology and natural resources to ensure compliance with the paris agreement and reduce emissions into the environment .	0,65
отандық тауар өндірушілердің электрондық тізілімі жасалды , жобалық-сметалық құжаттамада орындалған жұмыстарды қабылдау кезінде материалдардың шығу тегін міндетті түрде көрсету бойынша талаптар енгізілді .	an electronic register of domestic producers has been created , requirements have been introduced for the mandatory indication of the origin of materials both in the design and estimate documentation and when accepting completed work .	0,65
экономикалық өсудің қосымша көздерін өңдеу өнеркәсібін қолдауға арналған қаражатты қайта бөлу , салымшыларға тұрғын үй қарыздарын беру үшін " қазақстанның тұрғын үй құрылыс жинақ банкі " ақ несиелендіру , павлодар және ақтөбе облыстарының сұранысқа ие суармалы жерлерінің гидромелиоративті жүйелерін реконструкциялау , сондай-ақ жамбыл облысында ауылда кооперацияны дамытудың пилоттық жобасын жүзеге асыру арқылы құру жоспарланған .	additional sources of economic growth are planned to be created by redistributing funds to support the manufacturing industry , lending to zhssbk jsc for housing loans to investors , reconstruction of irrigation and drainage systems of the demanded irrigated lands of pavlodar and aktobe regions , as well as the implementation of a pilot project for the development of rural cooperation in the zhambyl region .	0,65
qazaqgeography мен қр ұлттық музейінің бірлесіп ұйымдастырған көрмесінің мақсаты - қолөнер шеберлері , осы саладағы жастар шығармашылығына қолдау білдіре отырып , қолданбалы өнер туындыларын таныту және насихаттау .	the aim of the joint exhibition of qazaqgeography and the national museum of the republic of kazakhstan is the presentation of new creative searches in the technique of felt products .	0,65
салық кредиттерін беру тетігі енгізілетін болады .	a mechanism for granting tax credits will be introduced .	0,65
кедендік әкімшілендіру шеңберінде басты назар тауарларға арналған декларацияның дұрыстығын арттыруға , " сұр " импортты және кедендік статистика бойынша сәйкессіздіктерді қысқартуға аударылған .	as part of customs administration , the main emphasis is placed on increasing the reliability of the declaration of goods , reducing gray imports and discrepancies in customs statistics .	0,65
айта кету керек , бұл заң жобасы өңірлердің әкімдеріне бюджет мүмкіндігіне қарай мұғалімдерге материалдық көмек көрсету мәселесін өздігінен шешуге мүмкіндік береді .	it should be noted that the bill gives the regional akims the authority to independently provide teachers with material support , based on the budget .	0,65
" авиаотын өндірісінің көлемі ішкі нарықтың қажеттіліктерін отандық мөз-дің есебінен толық қанағаттандыруға мүмкіндік береді .	" the volume of jet fuel production allows to fully cover the domestic market demand at the expense of domestic refineries .	0,65
жоо-ға алынған кезде оқуға түсуші одан әрі оқуы үшін нақты білім беру бағдарламасын таңдайды .	when enrolling in a university , the entrant chooses a specific educational program for further study .	0,65
жұмыс сапарының соңында қр премьер-министрі өңірде ауыл шаруашылығы саласындағы инвестициялық жобалардың іске асырылуы бойынша " ақтөбе ет кластері " жшс ет өңдеу комбинаты мен " айс " жшс сүт-тауарлық фермасына барды .	at the end of the working trip , the prime minister visited the investment projects implemented in the region of the agro-industrial complex - the meat processing plant of aktobe meat cluster llp and the ais milk commodity farm .	0,65
тұрғын үйлер газ тарту арқылы жылумен , ыстық сумен қамтамасыз етіледі ( е . бәзіл )	this will help us grow new exporters , " said egemberdiyeva .	0,65
анықтама : " камаз " компаниялар тобы - ресей федерациясының ірі автомобиль корпорациясы .	for reference : kamaz group of companies is the largest automobile corporation of the russian federation .	0,65
" жалпы қабылданып отырған шаралар тұрғын үйге мұқтаж азаматтардың мәселесін қысқа мерзімде шешуге мүмкіндік береді .	" in general , the measures taken will ensure the solution of housing issues of citizens in need of housing in a shorter time .	0,65
асыл тұқымды мал шаруашылығын дамытуды , мал шаруашылығы өнімінің өнімділігі мен сапасын арттыруды субсидиялау қарастырылған .	subsidies for the development of livestock breeding , increasing the productivity and quality of livestock products are provided .	0,65
сондай-ақ , олар бағдарлама қатысушыларын іріктеу рәсімдерінің айқындығын қамтамасыз етіп , олардың критерийлерге сәйкестігін тексереді .	in addition , they will ensure transparency in the selection procedures for program participants and verify their compliance with the criteria .	0,65
сондықтан біз басқару кеңесі мен директорлар кеңесі ретінде тұрғындар мен бизнес өкілдері тарапынан қор қызметіне деген сенімді арттыру мақсатында жүйелі жұмыстар жүргізуіміз қажет .	therefore , we , as the management board , as well as the board of directors , need to carry out systematic work to increase the confidence of the population and business in the activities of the fund .	0,65
жүргізіліп отырған бағам саясатына сенімді арттыру үшін валюта нарығындағы ахуал бойынша түсіндіру жұмыстары және нарыққа кәсіби қатысушылармен және халықпен қарым-қатынас жалғасады .	in addition , work will continue to clarify the situation in the foreign exchange market , communication with professional participants and the public to increase confidence in the exchange rate policy being pursued .	0,65
осы қаулы алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі .	this resolution shall be enforced upon expiry of ten calendar days after the day its first official publication .	0,65
акция қатысушылары су қоймасы жағалауы аумағын қоқыстан тазартып , қоқыс жинайтын арнайы бактар қойды .	the participants of the action cleared the litter area to the reservoir , installed special tanks for collection .	0,65
аталған елдердегі жоғары өнімге байланысты дәстүрлі импорттаушы елдердің сұранысы да төмендейтінін айта кеткен жөн .	at the same time , it was noted that demand from traditional importers will also decrease due to the high harvest in these countries .	0,65
а . мамин бақылаушы мемлекеттердің шыұ-ға мүше мемлекеттердің теміржол саласындағы өзара іс-қимылы тетіктеріне қатысуын кеңейтуді , жүктерді автомобильмен тасымалдау үшін рұқсат бланктерін берудің автоматтандырылған жүйесін енгізуді жеделдетуді және шыұ-ға мүше мемлекеттердің бірлескен автомобиль жолдарын дамыту бағдарламасын бекітуді ұсынды .	mamin suggested expanding the participation of observer states in the cooperation mechanisms of the sco member states in the railway sector , accelerating the implementation of an automated system for issuing permit forms for the road transport of goods and approving a joint program for the development of roads of the sco member states .	0,65
" алматы станциясын айналып өтетін ұзындығы 73,2 км темір жол желісін салу " жобасы бойынша	on the project " construction of railway line bypassing the almaty station with a length of 73.2 km "	0,65
бүгінде тазарту нысандары автоматты режимде басқарылады .	to date , sewage treatment plants are controlled automatically .	0,65
президент қасым-жомарт тоқаев өзінің сайлауалды бағдарламасын іске асыру бойынша іс-шаралардың нақты жоспарын қабылдады .	president kasym-jomart tokayev adopted a clear action plan for the implementation of his electoral program .	0,65
" бүгінгі таңда партиямыздың алдында қоғамды жұмылдыру , партия атынан сайланған президент қасым-жомарт кемелұлы тоқаевтың маңайына элитаны топтастыру міндеті тұр .	" today , our party faces the task of consolidating society , rallying the elites around the country 's president-elect kassym-jomart tokayev .	0,65
үш жыл ішінде денсаулық сақтау жүйесіне жұмсалатын шығындар кем дегенде бір жарым есеге - 1,3 трлн теңгеден 2,5-3 трлн теңгеге дейін артуы керек .	for three years , spending on the health system should increase by at least one and a half times - from 1.3 trillion tenge to 2.5-3 trillion tenge .	0,65
асқар мамин арыс қаласындағы қайта салынған жеке үйлерге кіріп , олардың тұрғындарымен әңгімелесті .	askar mamin went into newly built private houses in arys and talked with their residents .	0,65
жоба импортты алмастыруға бағытталған , зауытта газ метанолға қайта өңделеді және 40-тан астам өнім атауын шығаруға мүмкіндік беретін басқа да құрауыштар шығарылады .	the project is aimed at import substitution , the plant will process gas into methanol and further components that will help produce more than 40 product items .	0,65
нысандарды аралау қорытындысы бойынша қр премьер-министрі асқар маминнің төрағалығымен арыс қаласын қалпына келтіру мәселелері жөнінде кеңес өтті .	following the results of the inspection of the facilities , askar mamin chaired a meeting on the restoration of arys .	0,65
инвестициялық субсидиялар машина-трактор паркін жаңартуға ынталандыратын болады , импорт алмастыру мен экспорттық әлеуетті іске асыру мәселелерін қоса алғанда , агроөнеркәсіптік кешен саласындағы кәсіпорындарды жаңғыртуға және жаңаларын құруға ықпал ететін болады .	investment subsidies will stimulate the renewal of the machine and tractor fleet , contribute to the modernization and creation of new enterprises in the agricultural sector , including issues of import substitution and the realization of export potential .	0,65
үкімет басшысы дүниежүзілік экономикалық форумның ( дэф ) " төртінші өнеркәсіптік революция орталығының " басшылығымен кездесіп , дэф басқарушы директоры р . саманспен инновациялық технологияларды реттеу саласындағы ынтымақтастықтың перспективалы бағыттарын талқылады .	the head of government met with the leadership of the center for the fourth industrial revolution of the world economic forum and discussed promising areas of cooperation in the field of regulation of innovative technologies with the wef managing director richard samans .	0,65
қазіргі уақытта ауыл шаруашылығы министрлігі " нұр отан " партиясының ішкі нарықты отандық өнімдермен молықтыру жөніндегі сайлауалды платформасын ескере отырып , агроөнеркәсіптік кешенді дамытудың 2017-2021 жылдарға арналған мемлекеттік бағдарламасына өзгерістер дайындады .	currently , the ministry of agriculture has prepared amendments to the state agro-industrial complex development program for 2017-2021 , taking into account the implementation of the nur otan party 's election platform to saturate the domestic market with domestic products .	0,65
қр премьер-министрі а . маминнің шымкент қаласына және түркістан облысына жұмыс сапары	in general , the dynamics of iron ore production is growing and will reach 44.7 million tons by the end of the year .	0,65
барлық жерде жергілікті тұрғындар қатысуда .	everywhere the locals are involved .	0,65
биылғы сәуір-маусымда і тоқсанда жүргізілген банктерді қалыпқа келтіруден кейін кредиттік портфель 3,5 % -ға немесе 433,6 млрд теңгеге 12,9 трлн теңгеге дейін ұлғайды .	for april-june 2019 , after bank recovery process held in the 1st quarter 2019 , the loan portfolio increased by 3.5 % , or 433.6 billion tenge and amounted to 12.9 trillion tenge .	0,65
биылғы 9 айдың қорытындысы бойынша қостанай облысында өнеркәсіптік өндіріс көлемі 862,8 млрд теңгені құрады ( нақты көлем индексі - 115,1 % ) .	according to the results of 9 months 2019 , the volume of industrial production in the kostanay region amounted to 862.8 billion tenge .	0,65
осы бағыт іске асырыла бастаған сәттен бастап жеке құрылыс салушылардың кредиттерін субсидиялау бағыты бойынша " даму " қоры субсидиялау үшін жалпы сомасы 99,8 млрд теңге болатын жобаларға қол қойды .	in the direction of subsidizing loans to private developers , since the beginning of the implementation , the damu fund has signed projects for subsidies totaling 99.8 billion tenge .	0,65
жергілікті атқарушы органдарды бағалау жүйесі қайта қаралатын болады , үш ірі қала әкімдіктерінің құзыреті кеңейтіледі , тұрғын үй бағдарламалары операторларының саны қысқартылады , парламент жанынан заңнаманы зерттеу институты құрылады .	the evaluation system of local executive bodies will be revised , the competences of the akimats of three large cities will be expanded , the number of housing program operators will be reduced , and an institute for the study of legislation under the parliament will be created .	0,65
жасыл тарифті енгізу кезінде жыл сайын 1,5 млн тоннадан астам қалдықтар кәдеге жаратылады .	with the introduction of the green tariff , more than 1.5 million tons of waste will be disposed of annually .	0,65
жылу желілерін дайындауға қатысты , жоспарланған 4 990 км жылу желілерінен ағымдағы кезеңде 4 943 км жылу желілері немесе 99,1 % жөнделді .	regarding the preparation of heating networks from the planned 4,990 km for the current period , 4,943 km of heating networks or 99.1 % were repaired .	0,65
қ . боранбаев паралимпиадалық қозғалысты дамытуда мемлекеттік қолдаудың маңыздылығын , сондай-ақ пжо мысалына сүйене отырып , мемлекеттік-жекеменшік әріптестік аясындағы сәтті ынтымақтастықты атап өтті .	boranbayev noted the importance of state support in the development of the paralympic movement , as well as successful cooperation in the framework of public-private partnership on the example of this center .	0,65
сондай-ақ , олардың экологиялық жағдайын жақсартады .	this will also improve their ecological condition .	0,66
осыған байланысты , қр премьер-министрінің бірінші орынбасары - қаржы министрі тұрақты даму мақсаттарын іске асыру жөніндегі үйлестіру кеңесі шеңберіндегі қызметті жандандыру қажеттігін атап өтті , оның құрамына мүдделі мемлекеттік органдардың өкілдері және бұұ елдері тобына кіреді .	in this regard , smailov emphasized the need to step up activities within the framework of the coordination council for the implementation of the sustainable development goals , which includes representatives of interested government bodies and the un country team .	0,66
қр фармацевтикалық индустриясында инвестициялық бағдарламаны іске асыру мәселелері , компанияның өндірістік алаңдарын одан әрі жаңғырту бойынша жоспарлар , қазақстандық фармацевтикалық компаниялармен ынтымақтастық талқыланды .	the issues of implementing the investment program in the pharmaceutical industry of kazakhstan , plans for the further modernization of the company 's production sites , cooperation with kazakhstan pharmaceutical companies were discussed .	0,66
бүгінгі таңда тетіктер жетілдіріліп жатыр , қолдау мәселелері жергілікті атқарушы органдармен бірлесе жалғасады .	today , mechanisms are being improved , support issues will be considered with local executive bodies .	0,66
а . мамин үкімет мүшелерінің назарын еңбек мәселелерінде медиация кеңінен қолданылмай отырғанына аударды .	mamin drew the attention of members of the government to the low use of mediation in labor issues .	0,66
іріктеу критериі теориялық білімді емес , логикалық ойлау мен практикалық дағдыларды игеруін бағалау болмақ .	the selection criteria will not be an assessment of theoretical knowledge , but logical thinking and practical skills .	0,66
ол үшін өзін-өзі жұмыспен қамтыған тұрғындарды формализациялау бойынша жұмыстарды аяқтап , тегін медициналық көмектің кепілдендірілген көлемі мен мәмс бойынша хабардарлық деңгейін көтеру қажет .	to do this , it is necessary to complete the work on the formalization of the self-employed population and raise the level of awareness on the guaranteed amount of free medical care and social insurance .	0,66
егер бұрын адамдар туризмге қандай да бір пайдасы немесе емтихандарын тапсыру жеңіл болғандықтан түссе , қазір біз саналы түрде таңдауды көріп отырмыз .	if earlier people came to tourism for some benefit or because a certain exam is easier , there is more recruitment , now we are increasingly seeing a conscious choice .	0,66
биыл форум байқауларына қатысу үшін ұйымдастыру алқасына еліміздің барлық аймағындағы 100-ден астам жоғары оқу орнынан 1,5 мыңнан астам өтініш келіп түсті .	this year , the organizing committee received over 1,500 entries from students from more than 100 universities from all regions of the country .	0,66
" бизнес бетпе-бет келіп отырған қолданыстағы кедергілерді жою тәртібі транспаренттілікті және қабылданатын шешімдердің тиімділігін қамтамасыз етуге мүмкіндік бермейді .	" the current procedure for eliminating the barriers faced by business does not allow for transparency and effectiveness of decisions .	0,66
ұсынылған іс-шаралар кешенді түрде қарастырылуы керек .	proposed activities should be considered comprehensively .	0,66
тоқсан сайын орталықтың мамандары отандық және шетелдік медицина саласының білікті қызметкерлерінен дәріс алып келеді .	every quarter , specialists from the perinatal center are trained by both domestic specialists and foreign doctors .	0,66
оның айтуынша , автоматтандырылған процеске көшу жаттығу орталығының жұмысына сапалы талдау жүргізуге мүмкіндік береді .	according to him , the transition to an automated process will allow for a qualitative analysis of the training center .	0,66
комиссия қорытындысына сәйкес , арыс қаласының вокзалын қалпына келтіру бойынша " самұрық-қазына " қоры жүзеге асырып жатқан жұмыстар оның тарихи-архитектуралық құндылығын жоймайды .	according to the conclusion of the commission , the work carried out by the samruk-kazyna fund to restore the arys station does not violate its historical and architectural value .	0,66
көп балалы отбасылар мен атаулы әлеуметтік көмекті алатын отбасылардан шыққан , негізгі конкурс нәтижелері бойынша грантқа ие болмаған абитуриенттер қосымша мақсатты гранттар бойынша конкурсқа қатысу үшін жергілікті атқарушы органдарға өтініш бере алады , " - деді а . аймағамбетов .	applicants from the category of large families and assistance recipients who have not received grants based on the results of the main competition will be able to submit applications to local executive bodies to participate in the competition for additional targeted grants , " aimagambetov said .	0,66
жіө өсіміне салымдар 3,5 п.т. құрайды .	contribution to gdp growth will be 3.5 pp .	0,66
сонымен қатар жергілікті инфрақұрылымның дайындығы мәселесі бойынша бірқатар өңірлердің әкімдері тыңдалды .	also , akims of several regions were heard on the readiness of local infrastructure .	0,66
бірнеше жыл бұрын біз әр түлектің жұмысқа орналасуы зейнетақы жарналары туралы анықтамамен расталатын тәжірибені енгіздік , бірақ бұдан да шығудың жолын тапты .	a few years ago , we introduced the practice so that the employment of each graduate was supported by a certificate of pension contributions , but even here we found a loophole .	0,66
осы жылдың соңына дейін 300 мыңнан астам жас азамат жұмыспен қамтуға көмектесу шараларымен қамтылады .	until the end of 2019 , more than 300 thousand young citizens will be covered by employment promotion measures .	0,66
сонымен қатар , биыл ресей федерациясының көлік министрлігімен " нұр-сұлтан - мәскеу " бағыты бойынша air astana және аэрофлотпен үлестес емес , екінші тасымалдаушыларды тағайындау арқылы ұшу жиілігін әр тараптан аптасына 12-ден 21-ге дейін ұлғайту бойынша уағдаластыққа қол жеткізілді .	it was also noted that this year an agreement was reached with the ministry of transport of the russian federation to increase the frequency of flights on the nur-sultan - moscow route from 12 to 21 times a week on each side with the appointment of second carriers unaffiliated with air astana and aeroflot .	0,66
сонымен бірге , е . досаев ұлттық банк бекіткен , кепілсіз тұтынушылық кредиттер бойынша есептелген айыппұлдар мен өсімпұлдарды биылғы 30 шілдеге дейін есептен шығару механизміне сәйкес банктер мен микроқаржы ұйымдары есептелген тұрақсыздық айыбы бойынша берешекті кешіруді жүзеге асыратынын хабарлады .	speaking about reducing the debt burden on consumer loans , dossaev informed that in accordance with the mechanism approved by the national bank for writing off accrued fines and penalties on unsecured consumer loans , until july 30 , 2019 , banks and microfinance organizations will write off the debt on accrued penalty .	0,66
lpi рейтингісінде елдің ұстанымын жақсарту мақсатында мемлекеттік-жекешелік әріптестік жобасы шеңберінде қр сауда және интеграция министрлігі жүктерді қадағалау мүмкіндігінің көрсеткіші бойынша астана-1 ақпараттық жүйесінде импорттық-экспорттық операциялар жүйесін елдің көлік-логистикалық жүйесімен ықпалдастыруға мүмкіндік беретін электрондық жүйені енгізу мәселелерін пысықтауда .	in order to improve the country 's position in the lpi rating in terms of the possibility of tracking goods by the ministry of trade and integration , within the framework of the ppp project , issues are being considered of introducing an electronic system that allows integrating the astana-1 ip import-export operations system with the country 's transport and logistics system .	0,66
қазір 280-нен астам үй қалпына келтірілуде .	more than 280 houses are under reconstruction .	0,66
жоба суару , су ресурстарын ұтымды пайдалану , жем-шөп өндіру , фермерлерді оқыту мен тренинг өткізу , білікті кадрлар даярлау саласындағы озық технологиялар трансферті бойынша фермалар желісін құруға бағытталған .	the project aims to create a network of farms for transferring advanced technologies in the field of irrigation , rational use of water resources , feed production , education and training of farmers and the training of qualified personnel .	0,66
егер өтінім беруші барлық анықтамаларын жинап үлгермесе , ол үшін тағы бір күн беріледі .	another day is given if not all certificates are collected from the applicant .	0,66
айта кетейік , шағын және орта бизнестің үдемелі дамуы экономиканың сапалы өзгеруіне ықпал етеді .	note that the progressive development of smes will lead to a qualitative change in the economy .	0,66
іріктеудің соңғы кезеңі - қатысушылардың кандидатурасы кадрлық резерв жөніндегі ұлттық комиссияда қарастырылады .	the final stage of the selection is the consideration of the candidacies of the participants in the national commission for the personnel reserve .	0,66
сонымен қатар , қр қаржы министрлігі мемлекеттік сатып алу мәселелері бойынша заң жобасын әзірледі , ол да шағын бизнесті ынталандыруға бағытталған .	at the same time , the ministry of finance of the republic of kazakhstan has developed a bill on public procurement , which is also aimed at stimulating small businesses .	0,66
" жаһандық бәсекеге қабілеттілік индексінде кедендік ресімдеудің тиімділігін өлшейтін құрамдауышты ерекше атап өту керек .	" in the global competitiveness index , a component that measures the effectiveness of customs clearance should be especially noted .	0,66
сонымен қатар үкімет отырысында ақмола облысы никольск орта мектебінің педагогі нескен құттыбаева сөз сөйледі , ол аталған заң жобасының маңыздылығына тоқталып өтіп , жаңа заңда мұғалімнің ар-намысы мен қадір-қасиетін қамтамасыз етуге үлкен мән берілгенін атап өтті .	also at the government session , a teacher from nicholas secondary school of akmola region , nesken kuttybayeva , noted the importance of this bill , emphasizing that the new law places great emphasis on ensuring the honor and dignity of the teacher .	0,66
қр үкіметінің басшысы қала мен облыстағы халық санының өсуінің жоғары қарқынына байланысты дамудың өзекті мәселелерін шешіп , сол арқылы өңірдің инвестициялық тартымдылығын арттыру қажет екенін атап өтті .	the head of the government emphasized that in connection with the high dynamics of population growth in the city and the region , it is necessary to solve pressing development issues , thereby increasing the investment attractiveness of the region .	0,66
еэк кеңесі жұмысқа орналастырушы мемлекеттің азаматтары сияқты шарттар мен тәртіпте еңбекшілердің зейнетақы құқықтарын қалыптастыруға , сақтауға және іске асыруға бағытталған еаэо мүше-мемлекеттерінің еңбеккерлерін зейнетақымен қамтамасыз ету туралы келісімнің жобасын мақұлдады .	the eec council approved the draft agreement on the provision of pensions for workers of the eaeu member states , aimed at the formation , preservation and implementation of the pension rights of workers on the same conditions and in the same manner as citizens of the state of employment .	0,66
вице-премьер жастарды рухани-өнегелік тәрбиелеуді күшейтудің , оларды мектептен тыс іспен шұғылдануға тартудың қажеттілігіне тоқталды .	deputy prime minister pointed out the need to strengthen the spiritual and moral education of youth , involving them in extracurricular activities .	0,66
мұның сюжетінің драматизмі жақсылық пен жамандықтың күресі , жарық пен қараңғының бастауы , жаңа өмірдің жасалуы , қарама-қайшылықтардың мәңгілік қозғалысының және мәңгілік күресінің символы ретінде түсіндіріледі .	the drama plots symbolize the opposition of the elements and the revival to life , the confrontation between good and evil , the eternal movement and the eternal struggle of opposites .	0,66
